,tweet
2760, ok but please understand that i am not one of dubakoor mumtaj dubakoor army i only support her for certain things i get what you are saying and i don’t understand how she has survived from up to this point for me she is not fit for title winner
2762, trying to justify a death after the fact with a small amount of dope fuck stop fucking killing people get some damn gun control so cops don't feel like every houseapartment they go into could potentially have a gun scared people do unpredictable things
2765, we have the real factsyou suck pussy grabber mother fucker
2767, you say you're part of the resistance so i'm fairly certain you are progun control my question to you iswhy would you want a government headed by this so called dictator to enact stricter gun control i don't think that's an argument that'll get you very far
2772, very simplemore gun control ads equals more guns sold the gun illiterates aren’t smart enough to figure this out
2776, im not apart of antifa foxy i agree with you they are terrorsits
2787, he is a failure in every way possible
2788, antifa aren't fascist they're terrorist
2789, quite possible you are very right to be skeptical but one has to start somewhere 
2792, i turn the tv off when juan speaks he is a real sicko
2794, talk about the pot calling the kettle black you should be ashamed of your cash payoffs to iran amp of you helping iran to become a necular power it would be better if you just set your sales and gave us all a big wave goodby will clean up your mess 
2795, colored people should vote what color is she referring to i’m white and bright white is a color next racial dividing statement ms obama
2799, go away
2800, wassamatta starting to wet your pants worried about all your dirty deeds coming out concerned about not getting a view cell at  
2802, target is brilliant with this keep an eye out esp online as there’s online only shit that’s amazing because  autumn so oranges and also target on thanksgivingblack friday is thee place to stock tf up on sheets for the year
2807, how funny championship winners won't visit stupidity of liberals is so amazingand that face with the plastic stupidity proves itohrightshe might harm her little facewhats nextcomplete body armor
2808, you are a member of  years aren’t you surely that means he abused you i mean i know you don’t understand idioms but this is next level ignorance
2810,absolutely all fucking done bye felicia 
2811, exactly so shut up
2813, fix this shit
2815, i watch obama for as long as i can stomach him just for the laughs lol he approves himself to be even more of a narcissist every day he is so full of himself aka full of shit 
2818, holder is a real quality guy wouldn’t know the truth if it hit him in the face
2823, and  is probably all they know about please tell me he is still in jail or better yet dead you are such a strong woman i'm so sorry that happened to you
2825, fuck you i’ll put hot sauce on a slice of pizza again for you
2830, reading this thread it sure seems like your followers aren't for gun control after all jimmy 
2836, give me a fucking mic
2839,this obvious hit job on kavannah is not going to workand the liberals continue to reveal themselves as demonic figures 
2840, come on texans this man can not replace ever 
2841, why because you are too busy spreading hate with your tds i’m sure you feel fine ridiculing children of conservatives you represent everything that is wrong in the education brainwashing system
2846, great here’s how today has gone floris wanted to spank me leah wanted to stab me curtis won’t back me up adam still looks great at  or however old as fuck he is kl has a bigger dick than me but she’s a sheheshe 
2850, i can understand her wanting her title but all that whining and pissing and moaning stop talking and start getting it done enough already you're a coward when you got to beat somebody when they're not looking
2856, i’m sorry dana that you have to hear from such sick mental patient liberals they are so pathetic i support you  percent
2857, so she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a a woman who just was simply better than her today every woman in that room who applauded to that nonsense i feel sad for you
2859, bs people died in pr because the local government is corrupt
2860,criminal complicity in all of this mess  last night mr gregg jarrett appeared on hannityhe is always incredible and he made another great point when he reminded all of us that starting an illegitimate investigation is a crime  truth is coming out mueller
2862, you ready for crazy ass racing tomorrow
2863, what do you expect from the likes of eric erickson  he is a piece of crap
2864, she is a liar clear as day a liar 
2870, gfy the nfl should get no protection from the policeand no support from our militarythe league will slowly die on this road of shame
2871, invite to all of the shows and let her tell you about her interview with brock long then you will know why sounds so unhinged he is parroting the fema admins line of bs tried to fight back against long's bs
2874, who really listens to those post menapausal angry yentas except hardcore liberals and femanazis
2878, all liberals are devils all of us ask any repub we hold hands to stand together to know we aren’t alone in this fight for civility and decency call us all the names you want it doesn’t matter one bit
2879, exactly she was sorry till she found people to cosign her bullshit idiots the pair of them
2881, end of mos sm out in space hears a voice in his head asking if he’s kryptonianturns around and it’s mm mm explains his situation amp asks for refuge on earth sm puts out his hand amp introduces himself has their shaking hand he says welcome to earth cut to black
2882, forget michael he is a coward
2884, he gets confirmed conservatives don’t care that he’s a rapist at all
2886, where were you in  when people were losing their jobs amp their homes amp our economy tanked what did you say about w then did you ridicule him amp did you praise obama for saving our country you are such a hypocrite
2887, i seriously believe he is evil
2888, he makes a good point too bad that is a career death sentence these days
2892, your shabby self and your traitor buddy bogave us stupid your just stupid
2896, liberals are steamrolling through parliament without proper debate why are the liberals hellbent on killing canadian manufacturing jobs 
2898, the are batshit crazy
2899, omg what country were you in it wasn’t america but again you liberals will believe anything
2900, yes bitch
2903, these liberals are responsible for the deterioration of american society they should be ashamed but we all know they’re not
2904, when even readers of a liberal paper in effect liberals don't believe her accusations are credible  
2906, amp student loan refinancing plan would give every single student loan borrower a tax break amp let hundreds of thousands of borrowers have immediate lower interests rates at  net cost to taxpayers has  years he did nothing he is a liar 
2907, replaces chickens with gun control 
2911, this is like when shitty restaurants advertise their “voted world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a mile radius has ever actually eaten there
2913, man that shit just got me hype like i was watchin it  years ago
2914, yea shit sucks thats why i stopped watching anime mostly
2915, ff sucks major wang
2917, get the hell out
2920, he is starting to tweet nonsense like mango mussolini
2922, haha you liberals are so desperate it’s hilarious trying at all ends to set him up this bs last minute stalling tactic about the alleged hs incident and the bait of emails that were sent to him and people wonder how trump won because they’re tired of democrats and their crap
2924, most people do not understand what an assault rifle is makes their statements regarding gun control stupid
2928, he is a malignant narcissist
2931, thats the problem he is not a slick talking politician
2932,good job assholeyou just killed your dad's chance of a get out of jail free card 
2933, hmmmm what about the meps who we elect in the uk who attend the european parliament to represent the uk it’s a framework under which we operate we’re not the victim until we leave and are then subject to rules we don’t even control it’s a  let’s stop it
2934, fuck yes now i have someone to pressure me to get into every pit that opens up
2939, i met mark and he is amazing he is just as sassy in real life as in the show
2940,interrupting his hearing at every turn but thats ok he is a man and can take it at least he will remember who what when and where he was after this kavanaugh will have definitely earned his stripes to scotus maga
2941, total bullshit
2942, and it’s always during active play sit your butt down people
2944, there are plenty of sane centrist democrat citizens but far leftist politicians amp antifa weirdos no thanks
2945, this is a lie to push a gun control narrative the actual number is much lower if you look up what they are using to reach that number you will see why it is so high always playing politics
2950, smut straight from hell
2951, he is moe
2952, or maybe to pay for their protests since mnuchin shut that slush fund down probably going to pay for antifa riots busing in people and weapons
2954, she is a republican hypocrite
2956, better than what truth politicians have never been good at that my america is better than flake
2961, goodell and my lions both suck
2962, you are low class asshole you wear your suits and talk about the  or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable at least my pappy would be proud of me for being a man and standing true
2963, irish bad bitch
2964, he is a disgrace
2965, she is not a cheater that chair ump robbed her
2967, your app is down  sucks
2968, i feel you dude it fucking sucks
2971, feinstein wanted to delay until after the midterms hopefully the red wave will wash her into the atlantic 
2972, maybe i'm wrong but didn't you take an oath to preserve and uphold the constitution take your people control it's not gun control and gtfo with your crazy steve willeford says hi don't know the name perhaps google it and realize how stupid you are
2980, lemme rap on that shit i'll do a video floatin downstream in a coffin like in horrorland lol
2981, madam will never respond she is among those who see nothing good about pmb and his administration it sucks
2982, nobody is addressing the cow in the room not even when florence is still doing her thing it's like after a mass shooting and it's the wrong time to talk about gun control 
2985, you are a racist fake site of fake profiles with fake pictures of scammers who block you also you delete accounts for no reason and block emails for customer service same fake people on by the hour all date sites are fake who create the profiles themselves
2995, i hope so that tana girl fucks anything lol
2998, love how fat they all are while chowing down on cake and cookies that's the future liberals want
3000,ain't it fun when a manager has a stick up his ass that would make a redwood selfconscious about its size
3001, ca has inadequate gun control
3002, this is so entertaining nobody has thought about montel in years and you are picking a fight with him this is incredible such a feeble mind you have
3003, they could literally give two fucks af like ummm okay thanks 
3010, fuck yeah  go you 
3014, is not a difficult woman she is a far left leaning bitch she has no place in unbiased commentary on any platform get rid of her
3016, antifa is israel's thug squad in america
3022,  protect trumpie   increase presidential powers   kill roe v wade   limit voting rights   weaken gun control   deal with religious liberty congress is not an august body they lost that moniker when they went whole hog  trumpism 
3027, love to say it's too early to talk about common sense gun control after these events  what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public gun control works and r's just procrastinate
3028, ramos sounds like a shitty ump
3029, well they will start banishing all acct's for promoting  fb gave brandon a  day zjail time i'm sure tomorrow applejacks will do it too let's all just do it and see how many conservatives amp er's they shut downpoof fb begone
3030, oh shit u went there 
3031, disgusting
3033, can't take what they dish out joe you are a snake that should be hung by the neck on a live cnn feed
3035, we should meet her face to face she won't be speaking like that much longer she is a horrid person somebody will teach her that you reap what you sow she will find out the hard way she is just ugly inside fubar
3040, bono can go away now the s are over you sick now
3046, really another one holy crap wow all brought to you by the liberals
3049, europeans are morons for electing people like this
3053,the “law and order” president really hates law enforcement lol 
3065, congratulations for putting the nfl into the toilet
3066, she is a drama queen she pulled the feel sorry for me card too because she is now a ‘working’ momgive me a break
3067, chicago has strict gun control laws but the highest gun violence rate detroit was owened by unions and is now bankrupt cali has the second highest welfare rate and is now the homeless capital of the developed world
3068, you are x the trader i am lol i’m screwed but i have a tight stop i’ll let it ride
3074, time for canadians to let all liberals if no trade deal in two months no vote for any liberal mp make that our red line it makes no sense trump has been able to secure trade deals around the world but canada obvious to anyone with a brain failure is trudeau he has failed
3078,ain’t missing shit 
3082, man i’m glad i can make y’all’s day i just be saying stupid shit on the fly i ain’t trying i’m just dumb lmao 
3084, he is hurt and no one has checked on him
3089, these guys are only known for diverting topics only he is a pure sanghi let him bark
3092, the more this woman talks the more stupid she becomes 
3095, this is ridiculousunbelievable  so this fine young man is now dead because of a stupid reason  come on  gun control is the solution y'all so many innocent people got killed because of guns this has to stop
3099, do you have any other recourse this is so wrong on so many levels can you sue them i wish there was a way to reinforce your points on the mistreatment you have received liberals are full of hate and discontent and unfortunately there are more of them than us idiots 
3100, hollywood is packed with pedophiles
3102, should have used a  magnum to make a real statement and people like this teach our kids
3105, conservatives believe all persons of color are a priori guilty of crimes therefore when poc are denied their rights in extrajudicial killings no conservative ever questions the killing
3107, don’t talk shit about  laws
3108, holder has a perverted view of the law not surprising since he is a democrat
3111, oh shit uhhh what ao fic is this
3112, when will they learn people dont care about what they think about politics just read your lines and entertain us keep your stupid pins and fake tattoos and ribbons at home 
3118, can somebody please put him back in his coffin
3119, but they’re still the number one fake news network
3121, fuck off
3126, who is the ring leader of the brain dead sheep time to turn it back on him
3128,  to see so called conservatives call out supposed sexual deviancy when just about every sexual political scandal in recent memory involves republicans and it's really 
3136, you hit them for fucking elo and the reason i'm posting this is because he is thee booter exposer just shows you cant believe everyone in this community
3146, shut the fuck upppp kliff i'm bigger than you and gayer than you so don't try any shit
3147, more votes for amp let's see how many murders of 
3148, it never gets further that the caymans but i want to know what gives boris the right to spunk £m on a folly of a bridge that wasn’t built where is the money and what relation to him were the people who were paid it and why are they all now abroad no lnvestigation iniated why
3149, sounds like you're a fascist
3152, lol same to you awe how’s it feel to want for the first time gimmie is that a new feeling for you has mommy kept you on the tit all these years and now you don’t know how to fend for yourself
3155, josh as slave leia
3161,an alreadydebunked viral hoax tell me who decides if a meme has been debunked a potentially biased human has to thats who  
3164, still spewing your liesyou are not good enuf to lick our president's boot straps what about the deaths in chicagou r a liar and a manipulatorgo vack to indonesia barry
3169, ya obama on trade years ago trump is just not telling the truth how stupid could our leaders be trump god bless trump  full linktrump's answer 
3173, any gun control is unconstitutional and you leftist fake news traitors keep lying to the people that's why your enemies of the people
3175, must be driving liberals crazy
3183, f the democrats slimy bastards
3184, flake shld end his search for relevancy he's rino filled w hatred for potus behavior
3185, she is demented
3195, i just read that whole thread and that guys thinks he is a boxing media social media sure have mess up some ppls head 
3199, that is why you never want to deal with the leftdemocrats they have become lunatics 
3203, ball is in our court not yours
3204, i know you're not this naive those people make up a very small  of trump supporters do all liberals support terrorist and groups such as antifa
3206, i will never forget what levels you racist liberals went to and what you did to clarence thomas liberals are the worst people ever
3207, what the fuck happened
3208, what are these new ideas speech laws gun control killing babies and thinking your entitled to free healthcare and rich ppls money just bc you exis
3210, i don't know how they said they aren't gay tho and and by liberals you mean conservatives sounds like me being upset as for why it matters if it doesn't matter then why go to such lengths to deny that they're gay there's straight couples why not just let them be gay
3211, jail is too kind for a  where is the prosecution is the church getting away with pedo crimes what the hell is he holding is that a tentacle wth 
3213, pope char compares pope francis to the false prophet bingo 
3217, he’s as clueless as out his disgusting looks as he is about every other thing there is to know
3220, fake ass emoji
3221, haha yeah funny communists liberals destroying usa want usa like venezuela china north korea perhaps why not just move your perfect country instead of desperately trying destroy the usa that my founding fathers fought died  our freedom shed blood for ungrateful communists
3223,        that's why you are an enemy to the people go against political opponents and hide crimes from  
3225, then i see like this and lust over the girl with the long blond hair and the bare midriff and micromini and realize she is now  years older and could be a great grandmother today people wonder why i love legs until i show them what i grew up with 
3228, someone please call for gun control because the bengals can't stop shooting them selfies in the foot 
3232, she lost because she got outplayed she is disgusting for her behavior
3233, what all  of them what about the terrorists antifa farrakhan’s hateful and racist thugs blm criminals black panthers those groups have no place either
3235, joe is just singing the old liberal bullshit song and misrepresenting facts as usual
3237, bro i randomly tried this dns shit and it worked first time wtf
3238, this is what conservatives think a genius looks like lmao
3243, and this butt fur thinks he is a know it all
3244, you ignorant fool how did you become ag i forgot it was ignorant obama its not current occupier of white house learn from me ignorant idiot he is the president of united states if you think he is not your president then leave this country and go to hell
3245, yes it did and it's on editorial is joe q the editor of xmen no he isn't he is editor in chief he is the boss of all the other editors sooo he wasn't responsible i shouldn't be arguing because this is stupid
3248, please tell me something what should i do to help my mom when she is at home with a broken leg cause she's in hospital now with a broken leg 
3249, or he is part of the fraud they pulled together
3255,  of  vote her butt right out of office is part of the problem in america not part of the solution her old ideas and tricks will not work this time 
3264, on personal responsibility he was drunk boys will be boys she was drunk slut 
3266, damn right if you think any different then your part of the problem with this country thank god we have a president who puts instead of putting illigal aliens ahead of americans 
3268, bitch my life was flashing before my eyes
3272, he's been trashing all along even to our allies
3278, people who employ fascist tactics are fascists that's what antifa does do you want me to start posting videos of antifa riots
3279, we all have concerns about the democrats' disgusting behavior and disrespect for this country and our constitution of the united states and the violation of your oath to citizens and our constitution
3281, oh fuck i forgot about poopy in my diaper pants you know me before i know myself
3284, and hypocrite flies in his private jet around the world
3286, he is the absolute worse period that is all
3288,no my family aren't maga they just don't care they're apart of the populace who get distracted by pop culture completely they have zero idea what is going on in the world until i tell them amp even then they don't care i'm a lion amongst lambs 
3295, homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay
3296, keemstar said he is not paying he just wanted his sever on rust popin i said pay him or the ooks will come for you on rust
3301, california tries new tack on gun violence bullet control 
3305, she is so stupid it scares us average americans that she makes decisions on our behalf
3306, bitch shut upcyberpunk was announced way back in  and just now getting revealed get your facts straight
3307, down with liberals
3317, trudeau and liberals are incompetent to handle it
3318, real goal to make everyone in wisconsin as dumb as he is 
3329, the ironic thing is you are more closely aligned with the far right they are even agreeing with you look down the thread some asshole just posted a thing about iq in your defense fuck off with that shit
3334, bro they were laughing into her face and almost pissing their pants and i was standing beside it like wtf mind ur own business
3337, smack the shit outta her 
3341, it crossed my mind that sheriff israel may have ordered them to stand down the democrats will use any tragedy to be in the public eye to promote gun control it's a shame that these things even came to mind but i have seen too much from the left to be surprised at anything
3343, i heard ur cock was big and lonely
3351, are you bipolar you keep saying different shit to people commenting on what u said
3352, fascist left are everywhere we must crush them boycotts work folks
3362, is from illinois has the strictest gun control and is a gang and drug killing field 
3363, in other words it’s not constipated in other words has diarrhea 
3370, shows me that are absolutely void of constructive ideas for the myriad problems the uk faces and begging and moderates isn't the answer thatcher was right the parrot is dead
3371, probably say fuck it an do just that
3374, why you ruin shit lol
3375, your looking more like a plant 
3379, from a man fast and furious was held in contempt
3381, i told myself this but no matter how much i try life keeps biting me in the ass
3383, you are delusional if you think he is the reason either game was lost in the past two seasons lmao
3385, ugh i meant wigs shit
3387, fat ass liar strikes again 
3388, he is totally bluffing
3391,democrat can't even compete w 
3392, she is an monster
3396, so alyssa you saying he’s guilty what ever happened to innocent before guilty and if he is innocent would you at least tweet an apology shut up and answer the tweet
3397, she is one of satan's daughters
3399, this information is out there and should be fully investigated and considered before he gets a life time high court appointment conservatives refused to even give obama’s person a hearing so please stop acting like they play above board while everyone else goes low
3400, you are a boring individual its seems good too me
3401, actually my ancestors were here long before anyone got here even your french ass native americans were here first so get your facts straight so if you wanna throw punches make sure you know who and where you are throwing them first
3403, gutierries  what did he do to help pr  what is he doing now besides hoping for a high body count to blame on trump
3404, most stupid tweet yetand yesits a libtard
3407,conservatives cut police funding person complains about crime person votes conservative to tackle crime 
3411, he probably had sex twice for boruto and the other sister that no one cares about
3412, eric holder is an arms dealer and should be in jail how did this ass slip by
3413, and bale is shit
3415, another  trump swamp lier  
3417, he orchestratedprovoked it so that he could cry that he was the victim of a yet another conspiracyhe’s such desperate weirdo
3419, get back on your peanut farm old man
3423, your fucking bf nigga
3424, she is threatening american citizens she will kill women arrest her
3425, this bch behar needs to shut that big ugly hole on her face and think about the fact she's not giving kavanaugh or his family the benefit of their rights as citizens in her fat head they're guilty bc they're conservatives behar needs a muzzle around decent people hrc clone
3428, mueller can go fornicate himself he is as crooked as the day is long
3431,people leaving racist comments on my posts will be instantly blocked there are low follow accounts posting this crap and i think they are trying to make look bad if you are racist in any way feel free to block me because i think you're an ignorant pos
3434, why is antifa upset w “prof” blaséford antifa is the group that harrasses amp threatens people at their homes
3435, primary argument against is that he is too constitutional the democrats started a civil war during clinton they heightened their propaganda during obama they are scared animals backed into a corner antifa blm amp ms are their sturmabteilung
3436, both qanon and antifa will be listed as diseases
3439, don't even presume to know what liberals feel or think i am liberal i am personally opposed to abortion in any but lifeanddeath circumstances but i am also personally opposed to imposing my personal feelings about abortion on anyone else so do us all a favor and stfu
3440, i love you bitchhh i aint never gonna stop loving you bitchhhhhh
3441, because im a broke ass bitxh  and lol eveb better she runs in her sleep so like while she’s lying down she just runs like feet going usain bolt xd and i get kicked a lot 
3442, as usual doesn’t have a clue the kids must make this shit up when he takes a crap since they are of the same consistency
3450,opportunist to the max an evil lier also 
3455, i'm not an asshole libtard
3460, because he is right the governor of puerto rico is a fraud
3461, nurse is valuable in his own end have you watched him play he rarely gets the puck out in first attempt also not all that spectacular defensively not worth what he is holding out for
3465, nope not going to miss his sorry ass at all
3473, yea that’s a crazy ass story like how do you go into the wrong apartment there’s numbers on doors and wouldn’t you notice as soon as you walk in and it ain’t your shit ‍‍
3474, hey woodward you are a silly old fart and do not know what is going on in the white house you are the one who has reached a mental stage yourself of alzheimers
3479, robyn i was gonna make vegan scones but i ran out of fucking time blame my biochem lab
3482, well if trumpster said it then it must be true he also have himself a  on handling cuba hurricane sad piece of something he is
3484, it sucks hy ‍
3488, absofuckinglutely that shit was here already
3490, no i mean parasite in the sense of private companies being an unnecessary and universallyunwanted bauble imposed on an essential public service by people who put profits before public opinion and democracy
3491, is it credible to believe he is worse than either gordon on the browns in  or  brandin cooks
3495, sorry but she is an idio
3496, the dregs of society are isis antifa blm planned parenthood illllegal aliens pedofiles and liberals this is who the democrats support once again accusing others of what you biden are guilty of
3500, just listening to juan williams on the five drives me crazy he is such an ignorant man where does this man get his facts thank god for jesse waters and you ladies
3501, now that’s the pot calling the kettle black liberals are nothing but bullies antifabullies trump hatersbullies
3502, where is the fascist version of antifa
3508, pm rd round gun control whining and sen blumenthal hands still shaking like a leaf as he tells the judge get into the real world this from a millionaire who has no idea about the real world 
3509, awh shit
3516, lol she is such a troll im so glad she went away and all u trump supporters told her to gtfo thank god we got a real superstar in who is going to actually fight for everyone no matter who they choose to vote for isn't she awesome please join us we rly need ur help
3518, this is why we need gun control
3519, prove your claim or be exposed as the lying piece of shit you are meanwhile 
3521, do it with quran and then we will see how much atheist and brave she is hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it go live in your  minutes prime time covered life  lord krishna and his followers don't care
3527, don't disrespect sharpie like that bro it was definitely some off brand shit from the back of a dollar tree 
3533, got to be about the dumbest thing ever
3534, i’ve never once heard you be thankful all you do is shit on canada on the police on our history on conservatives
3540, just imagine if dr ford was a member of a minority antifa would be firebombing the judge’s residence 
3543, she is dillusional
3544, it’s more what she does than who she is
3545, goodell is one of the worst things that has ever been unleashed on pro sports useless
3548, master of none was so fucking good
3557, little ass boy
3565, truthfeed news 'just in fbi deals yet another devastating blow to democrats on kavanaugh’s accuser' 
3566, that was awesome i love hearing you destroy the liberals but most of all trudeau
3568, and the factory’s coming back u do n a movie on that sum worth do n cause just sling shit shows no intelligence
3571, deranged and demented what a perfect match for the democratic party
3572, amenadiel's were my favorite the massive triangle shape the actor being hot the big connection spots kisses my fingertips
3573, liberals are full of hate yet they talk like their morality is above anyone who thinks differently funny how their words and actions never match up to what they pretend to preach imposters of any human decency emotionally and politically bankrupt
3574,a divided self or “my name is legion” demon possession overall is marked by a loss of freedom the gadarenes are us  
3575, found out the name but i forgot
3577, what happen to the predicted fall of society after ssm only the religious conservatives right are the ones running a muck in government
3583, bernie you have been in congress how long now that you are getting closer to your death bed since you are old as dirt why a concern now how many bills did you try to write or endorse before you decided to run for potus do tell
3584, nigga hit em wit the o well lowkie
3589, the ‘antifa’ crowd what a quack
3590, thank you for saving the dogswhy are people assholes
3593, crazy how funny jim used to be now it's funny how crazy he has become
3598, keep up the good work while the liberals waste time crying and pointing the country moves closer to greatness again maga
3604, this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win research projection and stop doing it u look stupid now
3617,gop voters better wake the hell up poll finds voters aren't worried about midterms that's bad  via 
3618, you can’t accuse someone of something like this amp expect to not have to come forward amp testify about it we’re we just suppose to believe it amp crucify him i am sure u liberals think so
3623, lol okay cuz this shit gotta be discreet 
3626, your pappy is a big fat fool the democrats doesn’t have to make him look bad he makes himself look just what he is an ignorant th level fool
3627, his mouth goes to one side all smirky and shit and i don’t like it
3628, yes liberals vs progressives this should be a really dumb banter go
3629, bad ass bitch
3630, mann i ain’t that smoove booty like you gee ‍
3631, die bitch
3635, how blindly ignorant you are shameful people with the deep thinking you lack can vote
3638, holy shit that's awesome
3640,willie’s hurtful response to his former fans who have quit him in droves over of his support for that little hippie beano 
3644, here is the problem with the leftthey can’t have an intelligent debate on an issue want to prove a point have norm on and question him about his comments and have points to counter his comments instead the left just silenced him shows their lack of intellegence
3647, i know right it pisses me off he is so busy giving himself credit while we are all scared to death here in nc i don’t trust him
3655, she is evil how dare her
3656, it is all about bs think there any more idiot tham the liberals
3658, the fact that she is disrespectful and blatantly rude has nothing to do with her situation
3660, yes yes he is
3661, brennan sure as hell is
3664, it’s exactly why i tweet well that and making fun of liberals and their insanity god help 
3667, since lebron eat ass i guess i have to now 
3670, make yourself useful and go bury your head in the sand
3671, no people died because officials robbed n didn't do their jobs
3672, coward answer question what have i posted on that is not factual as a staunch conservative and pro israel i post positive facts to counter canadian media helping liberal trudeau assault on conservatives and israel you are either ignorant or a liar
3676, heard from who you and your lying jealous cronies
3678, lmao man people were talking so much shit yesterday any comment marvel stan twitter moe overused thanos jokes or 
3681,should i try out aikido instead of krav maga 
3685, if we don't destroy the bushclinton crime family we'll face many more like obama
3689, he can go to hell
3690, lucky bitch 
3691, maybe there wouldn't be  of these things a day of there was a little sensible gun control in this fucking country
3694, just think she is infinitely funnier than you obviouslyd'uh huh 
3696, this is a 'start' we must get these 'numbers' down to  zero by 'any' and 'all' means 'necessary' these socalled 'refugees' who are not 'terrorist sexual criminals' must stop being 'cowards' and 'return' to 'their native lands' to 'fight' 
3697, you ain’t doin your part then check them pussies i’m from the hood and i still don’t say the n word cause i’m a little more educated i got other ways to describe my brother or friends i feel the same way as you though too many people going left unchecked
3699, he is speaking to the best of the best with utter disrespect  our law enforcement ice agents all first responders low middle and high class of all races and religions disagree mr gravy train is over punk biden dirty hand joe
3700, awesome win i truly believe americans are sick to death of what the left is trying to do to destroy america and change our country into what it never was intended to be go vote america and maga thank you president trump for believing in our country and keeping promises
3703, calling conservatives hillbillieshmmm that’s original funny how many “poor hillbillies” you tweet about have incomes and iq’s  times higher than you your humour sucks btw
3704, my coworker has a sick ass one for work
3706, gonna need a whole ass rant thread done in the utara loghat to really feel it haha
3709, look at sweden france uk europe is changing europe will be a muslim continent by  please watch the youtube video title muslim demographics   you will be scared to death unless you are a muslim or love islam mind u i'm an african in america
3710, for a moment i thought you were about deaths sounded fucked up sick at first
3712, but i thought california had gun control
3716, is no one considering the fact that russia might be using antifa to spread black propaganda remember the berlin wall
3717, hostile environment against the poorest and most vulnerable in our society just keeps on rolling so much for eh if you voted for this shit then hang your head in shame 
3722, poor germansthey have refugee violence and antifa violenceit must be nice to live in germanistan
3724, oh shit
3725, they probably all wrote it together while pissing in your mcdonalds coffee
3727, she’s trolling to fuck with you cause some of y’all be quick to call mfs coons for minor disagreements
3728, i hate so much now they fucked up the whole franchise
3731, he is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top  who hopefully see the light soon before they have no countries to sell their products to
3734, rae sis don't say no offense then like tweets calling me a sad bitch also im truly shocked ur on the l train this year
3737, all he is missing are the inmate number
3740, hasn't this flake left yet how dare these people hang a man without evidence and at the word of a loon with repressed memory sue her and i bet she shuts up fast
3741, selective putrid outrage only at conservatives only by liberals who want us to know how moral they are re kavanaugh and any other repub who will stand up against them 
3743, damn that headgear is lit sucks im not on pc ubi plz for console to
3744, further proving that and are a cancer on the american republic
3750, you are a communist state controlled newspaper very much like would love to see and your country executes people who dissent with your support enough said get off my twitter stream
3751, i fully support antifa i give them money white nationalism is cancer in a proudly multicultural society it should be illegal it is in germany we had two wars over this issue white nationalists lost both we are done with this discussion
3753, they can’t his a sheep just follow along with fake news and put everyone who can think for themselves as kkk antifa wannabes
3754, hypocrite you run a commercial about ur support for gun control amp protecting kids showing ur kids really u support abortion what’s the difference in that and a gun they both kill 
3756, liberals like you will never convince us to become lazy entitled victims but keep trying i just feel sorry for your son having to be raised by someone who will only impart him with the mindset of selfhate and victimhood
3758, first man movie is an accurate metaphor for the nwo globalist leftthey give you enough to make you believe they're truthful unless you have educated yourself
3761, hey samsung on your website you declined me  times for credit i can afford your phone without your ass this is my second one maybe next time even though i hate iphone i'll buy iphone so screw you
3762, that’s how a career in media workspeople admire you if people think you’re a piece of shit you won’t make it far
3764, you are a disgrace
3770, i’m jealous
3771, you are out of you damn mind feinstinkle had this band then leaked it she took a lie detector test and hired a lawyer last month she is accusing a judge of a crime that is  years old with no proof ruining a mans life over an accusation with no proof you stfu
3774, guess what chicago kids go theu this shit every day and they have the strictest gun control around
3776, police your own first right you see it as unfortunate he is saying these things in public but others see it even more unfortunate that she says the things she says in public she is an extremely public figure and he is using a similar platform
3777, socialism once its implemented has historically had only one effective stop measure and that has been civil war knowing that the forcereasoning behind gun control becomes clear you can have a clear picture of this process by reading saul alinsky'srules for radicals
3780, i really think he is mentally ill why does his family not address the issues maybe jared did with the oped
3784, but he is still fucked up for not respecting lgbtq
3788, holy shit how brainwashed can ya be
3790, yea jeff should go antifa is a terrorist organization
3791, yeah he had to go back to the faerie world to handle shit there
3796, i'm honestly not surprised coming from the school you are in why would you be vaping i noticed they like to accuse you of a lot of stupid stuff but don't let it get to you
3800, neither does antifa or black lives matter or any other soros funded groups
3803, i do not support trump he is an abomination
3805, omg he is i fucking hate dale
3810, the name alt right is to make people think its a right wing groupjust like antifa that are fascist blm that really to they all black lives dont matter
3812, most mass shooters are liberal white men we should have liberal control not gun control
3813, aaaaaaaaa that’s so exciting the majority of my friends are in second year at this point so the blow i’m about to receive from moving to a whole ass other country hasn’t hit yet i’m doing film studies because i hate myself apparently  wbu babie
3814, you are a disgrace go home you are not the president anymore you are breaking tradition of the former president stepping aside this is no longer obama’s country this country belongs to we the people not your sheeple 
3819, please tx don’t elect this fake conservative he is bought amp paid for with soros money so many unethical things in his personal history
3821, sorrynothing but a setup to try and appease the socialist democratic wacked out liberals we are not stupid
3826, we all know this is another liberals corruption
